id,question,imageURL,answers.0,answers.1,answers.2,answers.3,correctAnswer,correctAnswerIndex,explanation
1041,"იმ ადგილას იძულებით გაჩერების დროს, სადაც გაჩერება აკრძალულია, საავარიო გაჩერების ნიშანისა და მოციმციმე წითელი ფარნის არ არსებობის შემთხვევაში:",undefined,მოახლოებულ მძღოლთა დროული გაფრთხილება აუცილებელი არ არის,მძღოლმა უნდა უზრუნველყოს სხვა მსგავისი ეფექტური საშუალებებით მოახლოებულ მძღოლთა დროული გაფრთხილება,undefined,undefined,მძღოლმა უნდა უზრუნველყოს სხვა მსგავისი ეფექტური საშუალებებით მოახლოებულ მძღოლთა დროული გაფრთხილება,2,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 52-ე მუხლის მე-4 პუნქტის თანახმად, საავარიო გაჩერების ნიშნის ან მოციმციმე წითელი ფარნის არარსებობის შემთხვევაში მძღოლმა უნდა უზრუნველყოს სხვა მსგავსი ეფექტიანი საშუალებებით მოახლოებულ მძღოლთა დროული გაფრთხილება."
1045,"ვალდებულია თუ არა მსუბუქი ავტომობილის მძღოლი, ჩართოს საავარიო შუქსიგნალიზაცია და გამოდგას საავარიო გაჩერების ნიშანი სურათზე მითითებულ ადგილას იძულებით გაჩერების შემთხვევაში?",https://starti.ge/exam/ticket_media/new/ticketIMG-1045.jpg,ვალდებულია ჩართოს მხოლოდ საავარიო შუქური სიგნალიზაცია,"ვალდებულია მხოლოდ გამოდგას საავარიო გაჩერების ნიშანი ავტომობილის უკან, 15 მეტრის მანძილზე",არ არის ვალდებული,undefined,არ არის ვალდებული,3,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 52-ე მუხლის პირველი პუნქტის „ბ“ ქვეპუნქტის თანახმად, საავარიო შუქსიგნალიზაცია გამოიყენება მოსალოდნელი საფრთხის შესახებ სხვა საგზაო მოძრაობის მონაწილეთა გაფრთხილებისათვის. საავარიო შუქსიგნალიზაცია უნდა ჩაირთოს: ბ) იმ ადგილას იძულებით გაჩერების დროს, სადაც გაჩერება აკრძალულია. ამავე კანონის 37-ე მუხლის მე-6 პუნქტის „ა.გ“ ქვეპუნქტის თანახმად აკრძალულია სატრანსპორტო საშუალების გაჩერება, გზის სავალ ნაწილზე: ა.გ) სავალი ნაწილების გადაკვეთაზე, აგრეთვე მათი გადაკვეთის ნაპირებიდან 5 მეტრზე ახლოს, გარდა იმ შემთხვევისა, როცა გაჩერება ხდება იმ გვერდითი გასასვლელების მოპირდაპირე სამმხრივ გადაკვეთებზე (გზაჯვარედინებზე), რომლებზედაც მონიშვნის უწყვეტი ხაზი ან გამყოფი ზოლია."
1046,თუ საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებულს აღენიშნება ლავიწის ძვლის მოტეხილობა მისი ტრანსპორტირება უნდა განხორციელდეს:,undefined,მჯდომარე მდგომარეობაში,გვერდზე მწოლიარე მდგომარეობაში,ზურგზე მწოლიარე მდგომარეობაში,მუცელზე მწოლიარე მდგომარეობაში,მჯდომარე მდგომარეობაში,1,საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებულის ტრანსპორტირება ლავიწის ძვლის მოტეხილობის დროს უნდა მოხდეს მჯდომარე მდგომარეობაში.
1047,"მოცემულ სიტუაციაში არღვევს თუ არა მძღოლი იძულებით გაჩერებისათვის დადგენილ მოთხოვნებს, თუ გაუმართავი ავტომობილის დაუყოვნებლივი გაყვანა გზიდან შეუძლებელია?",https://starti.ge/exam/ticket_media/new/ticketIMG-1047.jpg,არღვევს,არ არღვევს,undefined,undefined,არღვევს,1,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 38-ე მუხლის პირველი პუნქტის „გ.ა“ ქვეპუნქტის თანახმად, ავტომაგისტრალზე, ავტომაგისტრალის შესასვლელსა და გამოსასვლელზე მძღოლს ეკრძალება ავტომობილის (ან/და მისი მისაბმელის) გაჩერება ან დგომა, დგომისთვის გამოყოფილი, სპეციალურად მონიშნული ადგილების გარდა. მძღოლმა, რომელიც მისგან დამოუკიდებელი გარემოებების გამო იძულებულია, გაჩერდეს, უნდა მიიღოს ყველა ზომა ავტომობილის (ან/და მისი მისაბმელის) გზის სავალი ნაწილიდან გასაყვანად, ხოლო თუ ამის დაუყოვნებლივ გაკეთება შეუძლებელია − ჩართოს საავარიო შუქსიგნალიზაცია (მისი არსებობის შემთხვევაში) და შესაბამისი ნიშნით მონიშნოს ავტომობილი (ან/და მისი მისაბმელი) საკმარის მანძილზე, რათა დროულად გააფრთხილოს მოახლოებული მძღოლები. ამავე კანონის 52-ე მუხლის მე-3 პუნქტის თანახმად, „საავარიო გაჩერების ნიშანი“ და მოციმციმე წითელი ფარანი უნდა დაიდგას სატრანსპორტო საშუალებიდან იმ მანძილზე, რომელიც კონკრეტულ პირობებში უზრუნველყოფს საშიშროების შესახებ სხვა მძღოლების დროულ გაფრთხილებას, მაგრამ ეს მანძილი დასახლებულ პუნქტში არ უნდა იყოს 15 მეტრზე ნაკლები, ხოლო დაუსახლებელ პუნქტში − 30 მეტრზე ნაკლები."
1048,ჩამოთვლილთაგან რომელ ადგილზე არ არის აკრძალული სატრანსპორტო საშუალების მობრუნება:,undefined,გზაჯვარედინზე,"ხიდზე, გზაგამტარზე, ესტაკადაზე და მათ ქვეშ",რკინიგზის გადასასვლელზე,გვირაბში,გზაჯვარედინზე,1,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 32-ე მუხლის მე-15 პუნქტის „ბ“, „გ“ და „დ“ ქვეპუნქტების თანახმად, აკრძალულია სატრანსპორტო საშუალების მობრუნება: ბ) გვირაბში; გ) ხიდზე, გზაგამტარზე, ესტაკადაზე და მათ ქვეშ; დ) რკინიგზის გადასასვლელზე."
1049,ავტომაგისტრალზე ტექნიკური გაუმართაობის გამო იძულებით გაჩერებული სატრანსპორტო საშუალების მძღოლი ვალდებულია:,undefined,"მიიღოს ყველა ზომა ავტომობილის გზის სავალი ნაწილიდან გასაყვანად, ხოლო თუ ამის დაუყოვნებლივ გაკეთება შეუძლებელია - ჩართოს საავარიო შუქსიგნალიზაცია (მასი არსებობის შემთხვევაში) და შესაბამისი ნიშნით მონიშნოს ავტომობილი საკმარის მანძილზე, რათა დროულად გააფრთხილოს მოახლოებული მძღოლები","დაუყოვნებლივ დაუკავშირდეს ტექნიკური სერვისის სამსახურს, ხოლო მისი წარმომადგენლის მოსვლამდე, გაიყვანოს სატრანსპორტო საშუალება სავალი ნაწილის უკიდურეს მარჯვენა ზოლში, ჩართოს საავარიო შუქსიგნალიზაცია და ახლო განათების ფარები",undefined,undefined,"მიიღოს ყველა ზომა ავტომობილის გზის სავალი ნაწილიდან გასაყვანად, ხოლო თუ ამის დაუყოვნებლივ გაკეთება შეუძლებელია - ჩართოს საავარიო შუქსიგნალიზაცია (მასი არსებობის შემთხვევაში) და შესაბამისი ნიშნით მონიშნოს ავტომობილი საკმარის მანძილზე, რათა დროულად გააფრთხილოს მოახლოებული მძღოლები",1,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 38-ე მუხლის პირველი პუნქტის „გ.ა“ ქვეპუნქტის თანახმად, ავტომაგისტრალზე, ავტომაგისტრალის შესასვლელსა და გამოსასვლელზე მძღოლს ეკრძალება ავტომობილის (ან/და მისი მისაბმელის) გაჩერება ან დგომა, დგომისთვის გამოყოფილი, სპეციალურად მონიშნული ადგილების გარდა. მძღოლმა, რომელიც მისგან დამოუკიდებელი გარემოებების გამო იძულებულია, გაჩერდეს, უნდა მიიღოს ყველა ზომა ავტომობილის (ან/და მისი მისაბმელის) გზის სავალი ნაწილიდან გასაყვანად, ხოლო თუ ამის დაუყოვნებლივ გაკეთება შეუძლებელია − ჩართოს საავარიო შუქსიგნალიზაცია (მისი არსებობის შემთხვევაში) და შესაბამისი ნიშნით მონიშნოს ავტომობილი (ან/და მისი მისაბმელი) საკმარის მანძილზე, რათა დროულად გააფრთხილოს მოახლოებული მძღოლები."
1051,"საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებულის თავის ქალისა და ტვინის დაზიანების გამო გონების დაკარგვის შემთხვევაში, იგი უნდა:",undefined,დავსვათ,დავაწვინოთ გვერდზე,დავაწვინოთ ზურგზე,undefined,დავაწვინოთ გვერდზე,2,"საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებულის თავის ქალისა და ტვინის დაზიანების გამო, გონების დაკარგვის შემთხვევაში დაშავებული უნდა დავაწვინოთ გვერდზე."
1054,საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებულს გოგირდის მჟავით დაზიანებული კანის უბნები უნდა:,undefined,გაეწმინდოს სპირტით,დაუმუშავდეს იოდის ხსნარით,გადაერეცხოს წყლის უხვი რაოდენობით,undefined,გადაერეცხოს წყლის უხვი რაოდენობით,3,საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებულს გოგირდის მჟავით დაზიანებული კანის უბნები უნდა გადაერეცხოს წყლის უხვი რაოდენობით.
1055,ახდენს თუ არა გავლენას მოძრაობის უსაფრთხოებაზე მძღოლის ემოციური მდგომარეობა?,undefined,"დიახ, ახდენს",არ ახდენს,undefined,undefined,"დიახ, ახდენს",1,მძღოლის ემოციური მდგომარეობაზე გავლენას ახდენს მოძრაობის უსაფრთხოებაზე.
1061,როგორ მოქმედებს მძღოლის გადაღლილობა მის ყურადღებასა და რეაქციაზე საგზაო მოძრაობაში მონაწილეობისას?,undefined,"ყურადღება ქვეითდება, რეაქციის დრო იზრდება","ყურადღება ქვეითდება, რეაქციის დრო მცირდება",არ იცვლება ყურადღება და არც რეაქციის დრო,undefined,"ყურადღება ქვეითდება, რეაქციის დრო იზრდება",1,"მძღოლის გადაღლილობა მის ყურადღებას აქვეითებს, რეაქციის დრო ზრდის."
1062,საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებულს წვივის ძვლების მოტეხილობის დროს დაზიანებულ ფეხზე არტაშანი უნდა დაედოს:,undefined,ორივე მხრიდან ტერფიდან შუა ბარძაყამდე,გარე მხრიდან ტერფიდან მენჯამდე,undefined,undefined,ორივე მხრიდან ტერფიდან შუა ბარძაყამდე,1,საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებულის წვივის ძვლების მოტეხილობის დროს დაშავებულ ფეხზე არტაშანი უნდა დაედოს ორივე მხრიდან ტერფიდან შუა ბარძაყამდე.
1063,აუცილებელია თუ არა საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებულის კიდურებზე სისხლდენის შემჩერებელი ლახტის დადების ზუსტი დროის აღნიშვნა?,undefined,აუცილებელია,არ არის აუცილებელი,undefined,undefined,აუცილებელია,1,"საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებულის სისხლდენის შემაჩერებელი ლახტი დადება მიზანშეწონილია კიდურის იმ ნაწილში, სადაც მხოლოდ ერთი ძვალია (მხარი, ბარძაყი). ლახტი არ იდება უშუალოდ კანზე: მის ქვეშ აუცილებლად უნდა მოთავსდეს ბამბა, ნაჭერი, ტანსაცმელი. სწორად დადებისას ჭრილობიდან წყდება სისხლდენა, პერიფერიაზე ქრება პულსაცია. აუცილებლად უნდა აღინიშნოს ლახტის დადების ზუსტი დრო."
1064,საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებულის წვივის ძვლის დაზიანების შემთხვევაში არტერიული სისხლდენის შემაჩერებელი ლახტი უნდა დავადოთ:,undefined,"წვივზე, ჭრილობის ზემოთ",ბარძაყზე,undefined,undefined,ბარძაყზე,2,საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებულის წვივის ძვლის დაზიანების შემთხვევაში არტერიული სისხლდენის შემაჩერებელი ლახტი უნდა დავადოთ ბარძაყზე.
1065,სატრანსპორტო საშულებაზე გადასაზიდი ტვირთის განთავსებისას ან/და დამაგრებისას ქვემოთ ჩამოთვლილი რომელი მოთხოვნის გათვალისწინება არ არის სავალდებულო?,undefined,"საფრთხე არ უნდა შეექმნას სხვა საგზაო მოძრაობის მონაწილეებს, ზიანი არ მიადგეს სახელმწიფო, საზოგადოებრივ და კერძო ქონებას, ტვირთი არ ეთრეოდეს და არ ცვიოდეს გზაზე","არ უნდა იქნეს შეზღუდული ხილვადობა და მხედველობის არე, არ უნდა დაირღვეს სატრანსპორტო საშუალების მდგრადობა და არ გაძნელდეს მისი მართვა","არ უნდა დაიფაროს სინათლეები, სდექ-სიგნალი, მოხვევის შუქ-მაჩვენებლები, შუქამრეკლი მოწყობილობები, რეგისტრაციის ნომერი და მარეგისტრირებელი სახელმწიფოს განმასხვავებელი ნიშანი, აგრეთვე ხელით მისაცემი სიგნალები",ამ ბილეთში ჩამოთვლილი ყველა მოთხოვნის გათვალისწინება სავალდებულოა,ამ ბილეთში ჩამოთვლილი ყველა მოთხოვნის გათვალისწინება სავალდებულოა,4,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 47-ე მუხლის მე-11 პუნქტის „ა“, „ბ“ და „გ“ ქვეპუნქტების თანახმად, სატრანსპორტო საშუალებაზე ნებისმიერი ტვირთი იმგვარად უნდა მოთავსდეს და აუცილებლობის შემთხვევაში დამაგრდეს, რომ მისი გადაზიდვისას: ა) საფრთხე არ შეექმნას სხვა საგზაო მოძრაობის მონაწილეებს, ზიანი არ მიადგეს სახელმწიფო, საზოგადოებრივ და კერძო ქონებას, ტვირთი არ ეთრეოდეს და არ ცვიოდეს გზაზე; ბ) არ შეიზღუდოს ხილვადობა და ხედვის არე, არ დაირღვეს სატრანსპორტო საშუალების მდგრადობა და არ გაძნელდეს მისი მართვა; გ) არ დაიფაროს სატრანსპორტო საშუალების სინათლეები, „სდექ“ სიგნალი, მოხვევის შუქ-მაჩვენებლები, შუქამრეკლი მოწყობილობები, რეგისტრაციის ნომერი და მარეგისტრირებელი სახელმწიფოს განმასხვავებელი ნიშანი, აგრეთვე ამ კანონით განსაზღვრული ხელით მისაცემი სიგნალები;"
1066,აკრძალულია სატრანსპორტო საშუალების შემდგომი მოძრაობა:,undefined,მუშა სამუხრუჭო სისტემის გაუმართაობისას,კვების სისტემის ჰერმეტულობის დარღვევისას,მაყუჩის გაუმართაობისას,ამ ბილეთში ჩამოთვლილი ნებისმიერი გარემოების არსებობისას,მუშა სამუხრუჭო სისტემის გაუმართაობისას,1,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 21-ე მუხლის მე-13 პუნქტის თანახმად, მძღოლს ეკრძალება მოძრაობა მუშა სამუხრუჭო სისტემის, საჭის მექანიზმის, სატრანსპორტო საშუალებათა შემადგენლობაში მისაბმელი მოწყობილობის გაუმართაობისას, აგრეთვე დღე-ღამის ბნელ დროს ერთდროულად მწყობრიდან გამოსული (ჩამქრალი) ახლო და შორი განათების ფარებით (ან მათი არარსებობისას) ან/და უკანა საგაბარიტო სინათლეებით იმ გზაზე, რომელზედაც არ არის ხელოვნური განათება ან არასაკმარისი ხილვადობაა. მძღოლის მხარეს არსებული მინასაწმენდის უმოქმედობისას აკრძალულია მექანიკური სატრანსპორტო საშუალების მართვა ნისლის, წვიმისა და თოვის დროს."
1067,მძღოლი ვალდებულია შეამოწმოს და უზრუნველყოს სატრანსპორტო საშუალების ტექნიკური გამართულობა:,undefined,მხოლოდ მგზავრობის დაწყებამდე,მგზავრობის დაწყებამდე და მგზავრობისას,მხოლოდ მგზავრობისას,undefined,მგზავრობის დაწყებამდე და მგზავრობისას,2,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 21-ე მუხლის მე-12 პუნქტის თანახმად, მძღოლი ვალდებულია მგზავრობის დაწყებამდე შეამოწმოს და მგზავრობისას უზრუნველყოს სატრანსპორტო საშუალების ტექნიკური გამართულობა."
1068,"აკრძალულია სატრანსპორტო საშუალების შემდგომი მოძრაობა, თუ:",undefined,არ მუშაობს გატაცების საწინააღმდეგო მოწყობილობა,გაუმართავია სატრანსპორტო საშუალების შემადგენლობაში მისაბმელი მოწყობილობა,არ მუშაობს სპიდომეტრი,ამ ბილეთში ჩამოთვლილ ნებისმიერ შემთხვევაში,გაუმართავია სატრანსპორტო საშუალების შემადგენლობაში მისაბმელი მოწყობილობა,2,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 21-ე მუხლის მე-13 პუნქტის თანახმად, მძღოლს ეკრძალება მოძრაობა მუშა სამუხრუჭო სისტემის, საჭის მექანიზმის, სატრანსპორტო საშუალებათა შემადგენლობაში მისაბმელი მოწყობილობის გაუმართაობისას, აგრეთვე დღე-ღამის ბნელ დროს ერთდროულად მწყობრიდან გამოსული (ჩამქრალი) ახლო და შორი განათების ფარებით (ან მათი არარსებობისას) ან/და უკანა საგაბარიტო სინათლეებით იმ გზაზე, რომელზედაც არ არის ხელოვნური განათება ან არასაკმარისი ხილვადობაა. მძღოლის მხარეს არსებული მინასაწმენდის უმოქმედობისას აკრძალულია მექანიკური სატრანსპორტო საშუალების მართვა ნისლის, წვიმისა და თოვის დროს."
1069,"მძღოლს ეკრძალება სატრანსპორტო საშუალების შემდგომი მოძრაობა, თუ:",undefined,არ მუშაობს ხმოვანი სიგნალი,"დღე-ღამის ბნელ დროს ერთდროულად ჩამქრალია ახლო და შორი განათების ფარები (ან მათ გარეშე) ან/და უკანა საგაბარიტო სინათლეები იმ გზაზე, რომელზედაც არ არის ხელოვნური განათება ან არასაკმარისი ხილვადობაა",მინის მწმენდები არ მუშაობენ დადგენილ რეჟიმში,დარღვეულია კვების სისტემის ჰერმეტულობა,"დღე-ღამის ბნელ დროს ერთდროულად ჩამქრალია ახლო და შორი განათების ფარები (ან მათ გარეშე) ან/და უკანა საგაბარიტო სინათლეები იმ გზაზე, რომელზედაც არ არის ხელოვნური განათება ან არასაკმარისი ხილვადობაა",2,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 21-ე მუხლის მე-13 პუნქტის თანახმად, მძღოლს ეკრძალება მოძრაობა მუშა სამუხრუჭო სისტემის, საჭის მექანიზმის, სატრანსპორტო საშუალებათა შემადგენლობაში მისაბმელი მოწყობილობის გაუმართაობისას, აგრეთვე დღე-ღამის ბნელ დროს ერთდროულად მწყობრიდან გამოსული (ჩამქრალი) ახლო და შორი განათების ფარებით (ან მათი არარსებობისას) ან/და უკანა საგაბარიტო სინათლეებით იმ გზაზე, რომელზედაც არ არის ხელოვნური განათება ან არასაკმარისი ხილვადობაა. მძღოლის მხარეს არსებული მინასაწმენდის უმოქმედობისას აკრძალულია მექანიკური სატრანსპორტო საშუალების მართვა ნისლის, წვიმისა და თოვის დროს."
1070,"მძღოლს ეკრძალება სატრანსპორტო საშუალების შემდგომი მოძრაობა, თუ:",undefined,გაუმართავია გადამუშავებული აირების გამოშვების სისტემა,არ არის სატრანსპორტო საშუალების კონსტრუქციით გათვალისწინებული უკანა ხედვის სარკე,"მძღოლის მხარეს არსებული მინასაწმენდი უმოქმედოა ნისლის, წვიმის ან თოვის დროს",უსაფრთხოების ღვედები არამუშა მდგომარეობაშია,"მძღოლის მხარეს არსებული მინასაწმენდი უმოქმედოა ნისლის, წვიმის ან თოვის დროს",3,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 21-ე მუხლის მე-13 პუნქტის თანახმად, მძღოლს ეკრძალება მოძრაობა მუშა სამუხრუჭო სისტემის, საჭის მექანიზმის, სატრანსპორტო საშუალებათა შემადგენლობაში მისაბმელი მოწყობილობის გაუმართაობისას, აგრეთვე დღე-ღამის ბნელ დროს ერთდროულად მწყობრიდან გამოსული (ჩამქრალი) ახლო და შორი განათების ფარებით (ან მათი არარსებობისას) ან/და უკანა საგაბარიტო სინათლეებით იმ გზაზე, რომელზედაც არ არის ხელოვნური განათება ან არასაკმარისი ხილვადობაა. მძღოლის მხარეს არსებული მინასაწმენდის უმოქმედობისას აკრძალულია მექანიკური სატრანსპორტო საშუალების მართვა ნისლის, წვიმისა და თოვის დროს."
1071,"თუ საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებული არ სუნთქავს, მაგრამ აღენიშნება პულსი საძილე არტერიაზე, რამდენ ხანში ერთხელ უნდა შემოწმდეს პულსი?",undefined,ყოველ 2 წუთში,ყოველ 5 წუთში,ყოველ 6 წუთში,undefined,ყოველ 2 წუთში,1,"თუ საგზაო-სატრანსპორტო შემთხვევის შედეგად დაშავებული არ სუნთქავს, მაგრამ აღენიშნება პულსი საძილე არტერიაზე, ყოველ 2 წუთში ერთხელ უნდა მოხდეს პულსის შემოწმება."
1073,ვალდებულია თუ არა საგზაო-სატრანსპორტო შემთხვევაში მონაწილე მძღოლი დარწმუნდეს რომ ავარიის შემთხვევის შედეგად არ არიან დაშავებულები ან დაღუპულები?,undefined,ვალდებულია,"ვალდებულია, მხოლოდ იმ შემთხვევაში, თუ იგი ექიმია","არ არის ვალდებული, თუ უზრუნველყოფს სასწრაფო სამედიცინო დახმარების გამოძახებას","არ არის ვალდებული, თუ საგზაო-სატრანსპორტო შემთხვევა არ მომხდარა მისი ბრალით",ვალდებულია,1,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 27-ე მუხლის პირველი პუნქტის „ბ“ ქვეპუნქტის თანახმად, საგზაო-სატრანსპორტო შემთხვევის მონაწილე მძღოლი ვალდებულია: ბ) დარწმუნდეს, რომ საგზაო-სატრანსპორტო შემთხვევის შედეგად არავინ დაშავებულა ან დაღუპულა."
1074,"თუ არ არსებობს სამკურნალო დაწესებულებაში მისი მისვლის ან მის მიერ დაშავებულების გადაყვანის გადაუდებელი აუცილებლობა, საგზაო-სატრანსპორტო შემთხვევაში მონაწილე მძღოლი, ვალდებულია:",undefined,გადაიყვანოს კუთვნილი სატრანსპორტო საშუალება საპატრულო პოლიციის უახლოეს დანაყოფში და იქ განაცხადოს მომხდარი ფაქტის შესახებ,"შეადგინოს შემთხვევის სქემა, ჩამოართვას ჩვენებები თვითმხილველებს და აღნიშნული დოკუმენტები წარადგინოს საპატრულო პოლიციის უახლოეს დანაყოფში",დარჩეს შემთხვევის ადგილზე და დაელოდოს უფლებამოსილი პირის მისვლას,undefined,დარჩეს შემთხვევის ადგილზე და დაელოდოს უფლებამოსილი პირის მისვლას,3,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 27-ე მუხლის პირველი პუნქტის „გ“ ქვეპუნქტის თანახმად, საგზაო-სატრანსპორტო შემთხვევის მონაწილე მძღოლი ვალდებულია: გ) მომხდარის შესახებ დაუყოვნებლივ აცნობოს საქართველოს შინაგან საქმეთა სამინისტროს სისტემაში შემავალ შესაბამის სამსახურს და, თუ არ არსებობს სამკურნალო დაწესებულებაში მისი მისვლის ან მის მიერ დაშავებულის გადაყვანის გადაუდებელი აუცილებლობა, დარჩეს საგზაო-სატრანსპორტო შემთხვევის ადგილზე და დაელოდოს უფლებამოსილი პირის მისვლას."
1075,საგზაო-სატრანსპორტო შემთხვევაში მონაწილე მძღოლი ვალდებულია მომხდარის შესახებ დაუყოვნებლივ აცნობოს:,undefined,საქართველოს შინაგან საქმეთა სამინისტროს სისტემაში შემავალ შესაბამის სამსახურს,ადგილობრივი თვითმმართველობის ორგანოს,"საქართველოს შრომის, ჯანმრთელობისა და სოციალური დაცვის სამინისტროს",undefined,საქართველოს შინაგან საქმეთა სამინისტროს სისტემაში შემავალ შესაბამის სამსახურს,1,"„საგზაო მოძრაობის შესახებ“ საქართველოს კანონის 27-ე მუხლის პირველი პუნქტის „გ“ ქვეპუნქტის თანახმად, საგზაო-სატრანსპორტო შემთხვევის მონაწილე მძღოლი ვალდებულია: გ) მომხდარის შესახებ დაუყოვნებლივ აცნობოს საქართველოს შინაგან საქმეთა სამინისტროს სისტემაში შემავალ შესაბამის სამსახურს და, თუ არ არსებობს სამკურნალო დაწესებულებაში მისი მისვლის ან მის მიერ დაშავებულის გადაყვანის გადაუდებელი აუცილებლობა, დარჩეს საგზაო-სატრანსპორტო შემთხვევის ადგილზე და დაელოდოს უფლებამოსილი პირის მისვლას."
